"Transaction ID","Announced Date","Closed Date","Transaction Type","Role","Target","Buyer/Investors","Sellers","Rounds","Round Type","Pre-Money Valuation ($mm)","Post-Money Valuation ($mm)","Size ($mm)","Aggregate Amount Raised ($mm)†"
"IQTR30564087",Dec-05-2006,Dec-05-2006,"Merger/Acquisition","Buyer","Proximity Corporation","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,"-","-","-","-","-","-"
"IQTR29835267",Oct-16-2006,Oct-16-2006,"Merger/Acquisition","Buyer","Silicon Color, Inc.","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,"-","-","-","-","-","-"
"IQTR27351897",May-24-2006,May-24-2006,"Merger/Acquisition","Seller","PowerSchool Group LLC","Pearson Education Limited","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))","-","-","-","-","-","-"
"IQTR214942992",Apr-30-2005,Apr-30-2005,"Merger/Acquisition","Buyer","FingerWorks Inc.","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,"-","-","-","-","  15.0 ","-"
"IQTR26049363",Mar-22-2005,Mar-22-2005,"Merger/Acquisition","Buyer","Schema Software Inc.","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,"-","-","-","-","-","-"
"IQTR13400642",Dec-22-2004,Feb-08-2005,"Merger/Acquisition","Seller","Kanisa, Inc.","ServiceWare Technologies, Inc. (nka:Knova Software, Inc.)","MeriTech Capital Partners; Needham Capital Partners; Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL)); Ernst & Young LLP; NIF SMBC Ventures USA, Inc.; Sierra Ventures; WorldView Technology Partners, Inc.","-","-","-","-","  87.8 ","-"
"IQTR309636044",Aug-09-2002,Aug-09-2002,"Merger/Acquisition","Buyer","Silicon Grail Corporation","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,"-","-","-","-","-","-"
"IQTR2522986",Jun-30-2002,Jun-30-2002,"Merger/Acquisition","Buyer","EMAGIC Soft- und Hardware GmbH","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,"-","-","-","-","  30.0 ","-"
"IQTR1916867",Apr-04-2002,Apr-04-2002,"Merger/Acquisition","Buyer","Zayante, Inc.","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))","Sigma Partners; Intel Capital","-","-","-","-","-","-"
"IQTR309634964",Feb-07-2002,Feb-07-2002,"Merger/Acquisition","Buyer","Nothing Real, LLC","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,"-","-","-","-","  15.0 ","-"
"IQTR1145078",Aug-28-2001,Aug-28-2001,"Private Placement","Buyer","Kanisa, Inc.","Ernst & Young LLP; NIF SMBC Ventures USA, Inc.; MeriTech Capital Partners; Sierra Ventures; WorldView Technology Partners, Inc.; Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,5,"Series E","-","-","  30.0 ","  75.4 "
"IQTR109925679",Jul-09-2001,Jul-09-2001,"Merger/Acquisition","Buyer","Spruce Technologies Inc.","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,"-","-","-","-","  14.9 ","-"
"IQTR834816",Apr-30-2001,Jun-04-2001,"Merger/Acquisition","Seller","Ofoto, Inc. (nka:Kodak Imaging Network, Inc.)","Eastman Kodak Company (NYSE:KODK)","Barksdale Group; Benchmark; Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL)); Hewlett-Packard Company (nka:HP Inc. (NYSE:HPQ)); Index Ventures; Rosewood Capital Seller Funds: Index Ventures II, LP","-","-","-","-","  58.0 ","-"
"IQTR774371",Mar-14-2001,Apr-30-2001,"Merger/Acquisition","Buyer","PowerSchool Group LLC","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))","Warburg Pincus LLC; Group One Capital, Inc.; Snider Capital, L.P.","-","-","-","-","  46.95 ","-"
